"SKU","Produto","Quantidade Vendida","Primeiro Nome","Sobrenome","Loja","Preco Unitario",""
"HL4379","Televisão","3","Ives","Pinheiro","Porto Alegre","2500",""
"HL9962","Android","3","Felipe","Paulo","Salvador","3400",""
"HL8851","Notebook","1","Pedro","Delgado","São Paulo","3500",""
"HL7348","SmartWatch","3","Joyce","Souza","Rio de Janeiro","1400",""
"HL4379","Televisão","1","Beatriz","Nogueira","Goiás","2500",""
"HL1148","Câmera","1","Vivianne","Rodrigues","Salvador","2100",""
"HL1918","iPhone","2","Cícero","Lima","Salvador","5300",""
"HL1918","iPhone","5","Myllena","Corrêa","Fortaleza","5300",""
"HL2714","Tablet","1","Sandy","Figueiredo","Fortaleza","1600",""
"HL2714","Tablet","2","Antonio","Manhães","Rio de Janeiro","1600",""
"HL4379","Televisão","4","João","Junior","Salvador","2500",""
"HL1918","iPhone","1","Lucas","Machado","Belo Horizonte","5300",""
"HL2714","Tablet","4","Gabriel","Azevedo","Rio de Janeiro","1600",""
"HL1918","iPhone","5","Daniel","Ortiz","Rio de Janeiro","5300",""
"HL9962","Android","5","Daniel","Terra","Curitiba","3400",""
"HL9962","Android","4","Lázaro","Nascimento","Porto Alegre","3400",""
"HL1918","iPhone","5","Isabel","Leite","Recife","5300",""
"HL7348","SmartWatch","4","Isabella","Rodrigues","São Paulo","1400",""
"HL4379","Televisão","2","Matheus","Silva","Porto Alegre","2500",""
"HL1918","iPhone","1","Bianca","Procaci","Salvador","5300",""
"HL1148","Câmera","1","Thiago","Veiga","Porto Alegre","2100",""
"HL1918","iPhone","1","Beatriz","Silva","Rio de Janeiro","5300",""
"HL9962","Android","1","Raísa","Rodrigues","Fortaleza","3400",""
"HL8851","Notebook","5","Ylana","Teraoka","São Paulo","3500",""
"HL2714","Tablet","1","Larissa","Vasconcellos","Porto Alegre","1600",""
"HL1918","iPhone","2","Caio","Ferreira","São Paulo","5300",""
"HL8851","Notebook","2","Juliana","Huon","São Paulo","3500",""
"HL1148","Câmera","2","Daniel","Alcoforado","Porto Alegre","2100",""
"HL1148","Câmera","5","Raphael","Mattos","São Paulo","2100",""
"HL1918","iPhone","3","Guilherme","Merotto","Rio de Janeiro","5300",""
"HL4379","Televisão","1","Jéssica","Stefanelli","Fortaleza","2500",""
"HL1918","iPhone","3","João","Araujo","Rio de Janeiro","5300",""
"HL7348","SmartWatch","1","Carolina","Bernardes","Belo Horizonte","1400",""
"HL8851","Notebook","1","Débora","Lopes","Rio de Janeiro","3500",""
"HL4379","Televisão","2","Gabrielle","Costa","São Paulo","2500",""
"HL4379","Televisão","2","Thomáz","Bôas","São Paulo","2500",""
"HL1918","iPhone","2","Thales","Andrade","Rio de Janeiro","5300",""
"HL1918","iPhone","1","Luana","Santana","Recife","5300",""
"HL7348","SmartWatch","4","Beatriz","Rocha","Rio de Janeiro","1400",""
"HL8851","Notebook","3","Ana","Silva","Fortaleza","3500",""
"HL1918","iPhone","3","Amanda","Roberto","Fortaleza","5300",""
"HL8851","Notebook","1","Danilo","Alves","Rio de Janeiro","3500",""
"HL1918","iPhone","3","Lucas","Rocha","São Paulo","5300",""
"HL9962","Android","1","Tiago","Pereira","Recife","3400",""
"HL8851","Notebook","1","Stefan","Nunes","Recife","3500",""
"HL1148","Câmera","2","Rebeca","Manhães","Rio de Janeiro","2100",""
"HL2714","Tablet","4","Guilherme","Assis","Porto Alegre","1600",""
"HL1918","iPhone","3","Livia","Cozendey","Curitiba","5300",""
"HL2714","Tablet","5","Bruna","Rangel","Rio de Janeiro","1600",""
"HL4379","Televisão","3","Bruno","Oliveira","Salvador","2500",""
"HL2714","Tablet","3","Lorena","Kohn","Rio de Janeiro","1600",""
"HL8851","Notebook","5","Eduardo","Peluzo","Salvador","3500",""
"HL1918","iPhone","5","Isabella","Santos","São Paulo","5300",""
"HL1918","iPhone","3","João","Ribeiro","Rio de Janeiro","5300",""
"HL1918","iPhone","4","Raissa","Pinheiro","Rio de Janeiro","5300",""
"HL9962","Android","4","Ulisses","Arruda","Porto Alegre","3400",""
"HL8851","Notebook","3","Thomáz","Rodriguez","Rio de Janeiro","3500",""
"HL9962","Android","5","Eduardo","Vargas","Salvador","3400",""
"HL1148","Câmera","4","José","Marques","Curitiba","2100",""
"HL4379","Televisão","1","Ana","Silva","Recife","2500",""
"HL8851","Notebook","2","Jéssica","Netto","São Paulo","3500",""
"HL1148","Câmera","5","Bruna","Londero","Porto Alegre","2100",""
"HL9962","Android","4","Hiaiune","Valim","Fortaleza","3400",""
"HL1918","iPhone","5","Luísa","Fonseca","Fortaleza","5300",""
"HL4379","Televisão","1","Silvio","Fahrnholz","Recife","2500",""
"HL2714","Tablet","2","Maria","Assumpção","São Paulo","1600",""
"HL4379","Televisão","2","Marina","Gama","São Paulo","2500",""
"HL4379","Televisão","3","Ylana","Teraoka","Recife","2500",""
"HL8851","Notebook","2","Gabrielle","Silva","Rio de Janeiro","3500",""
"HL4379","Televisão","2","Gabriel","Rubim","Rio de Janeiro","2500",""
"HL4379","Televisão","3","Danilo","Alves","Fortaleza","2500",""
"HL1918","iPhone","4","Jônatas","Castro","Curitiba","5300",""
"HL4379","Televisão","3","Mariane","Ferreira","Fortaleza","2500",""
"HL1918","iPhone","1","Eric","Júnior","Fortaleza","5300",""
"HL9962","Android","3","Allan","Candido","Belo Horizonte","3400",""
"HL9962","Android","1","Lucas","Reis","Belo Horizonte","3400",""
"HL1918","iPhone","2","Julia","Figueiredo","Salvador","5300",""
"HL2714","Tablet","1","Wilson","Meirelles","Recife","1600",""
"HL4379","Televisão","5","Raphael","Filho","Fortaleza","2500",""
"HL4379","Televisão","1","Wellington","Duarte","São Paulo","2500",""
"HL7348","SmartWatch","3","Mariana","Sousa","Belo Horizonte","1400",""
"HL1918","iPhone","1","Guilherme","Santos","São Paulo","5300",""
"HL7348","SmartWatch","3","Gabriel","Rubim","Curitiba","1400",""
"HL8851","Notebook","2","Vanessa","Neves","São Paulo","3500",""
"HL2714","Tablet","3","Gustavo","Azevedo","Fortaleza","1600",""
"HL4379","Televisão","2","Thomáz","Bôas","Fortaleza","2500",""
"HL9962","Android","4","Eduardo","Ferreira","Salvador","3400",""
"HL9962","Android","4","Vanessa","Neves","São Paulo","3400",""
"HL4379","Televisão","5","Letícia","Araujo","São Paulo","2500",""
"HL1148","Câmera","2","Breno","Varella","Goiás","2100",""
"HL1918","iPhone","3","Marina","Cormack","Rio de Janeiro","5300",""
"HL9962","Android","1","Stephanie","Oliveira","São Paulo","3400",""
"HL9962","Android","3","Guilherme","Merotto","Salvador","3400",""
"HL1918","iPhone","3","Victor","Lira","Fortaleza","5300",""
"HL4379","Televisão","5","Luiz","Limp","São Paulo","2500",""
"HL8851","Notebook","3","Cícero","Ramos","Porto Alegre","3500",""
"HL9962","Android","4","Luã","Sá","São Paulo","3400",""
"HL9962","Android","5","Renan","Firmino","Rio de Janeiro","3400",""
"HL1918","iPhone","2","Michelle","Pereira","Salvador","5300",""
"HL1148","Câmera","2","Lucas","Aragão","Belo Horizonte","2100",""
"HL7348","SmartWatch","3","Rebeca","Taylor","São Paulo","1400",""
"HL4379","Televisão","3","Caio","Ferreira","Rio de Janeiro","2500",""
"HL8851","Notebook","2","Matheus","Delgado","Rio de Janeiro","3500",""
"HL1918","iPhone","3","Bruno","Souza","São Paulo","5300",""
"HL1918","iPhone","2","Cícero","Ramos","Curitiba","5300",""
"HL8851","Notebook","1","Raíza","Lopes","Fortaleza","3500",""
"HL8851","Notebook","5","Bernardo","Botelho","Porto Alegre","3500",""
"HL1918","iPhone","5","Rubens","Valente","Curitiba","5300",""
"HL9962","Android","1","Willian","Albino","Salvador","3400",""
"HL7348","SmartWatch","1","Gustavo","Aragão","Curitiba","1400",""
"HL2714","Tablet","4","Lucas","Rocha","Curitiba","1600",""
"HL1148","Câmera","2","Bruno","Oliveira","Porto Alegre","2100",""
"HL7348","SmartWatch","1","Isaac","Santos","Belo Horizonte","1400",""
"HL1918","iPhone","3","Pedro","Dalforne","São Paulo","5300",""
"HL1918","iPhone","4","João","Alves","Recife","5300",""
"HL1148","Câmera","2","Rodrigo","Mendes","São Paulo","2100",""
"HL1918","iPhone","2","Camila","Sobral","São Paulo","5300",""
"HL4379","Televisão","2","Lorena","Kohn","Salvador","2500",""
"HL1148","Câmera","4","Marcelo","Pereira","Fortaleza","2100",""
"HL4379","Televisão","5","Luiz","Almeida","Curitiba","2500",""
"HL9962","Android","4","Giovana","Vilela","Fortaleza","3400",""
"HL8851","Notebook","5","Matheus","Ramos","São Paulo","3500",""
"HL1918","iPhone","1","Mariana","Rotava","Rio de Janeiro","5300",""
"HL9962","Android","4","Carolina","Costa","Salvador","3400",""
"HL4379","Televisão","2","Alberto","Silveira","Rio de Janeiro","2500",""
"HL1918","iPhone","3","Juliana","Guimarães","São Paulo","5300",""
"HL9962","Android","1","Lucas","Rocha","Fortaleza","3400",""
"HL7348","SmartWatch","1","Priscila","Garcia","Salvador","1400",""
"HL8851","Notebook","3","Priscila","Carvalho","Salvador","3500",""
"HL8851","Notebook","5","Caio","Silva","Salvador","3500",""
"HL8851","Notebook","3","Julia","Penteado","Porto Alegre","3500",""
"HL1148","Câmera","2","Roberto","Nogueira","Recife","2100",""
"HL1918","iPhone","2","Luiz","Almeida","Fortaleza","5300",""
"HL1148","Câmera","1","Myllena","Corrêa","Goiás","2100",""
"HL4379","Televisão","2","Renan","Cunha","Salvador","2500",""
"HL1918","iPhone","1","Lucas","Freitas","Salvador","5300",""
"HL2714","Tablet","2","Adriana","Passos","Rio de Janeiro","1600",""
"HL8851","Notebook","5","Raul","Silveira","Recife","3500",""
"HL1918","iPhone","5","Eduardo","Veiga","Porto Alegre","5300",""
"HL2714","Tablet","2","Vinícius","Antunes","Recife","1600",""
"HL9962","Android","2","Mateus","Polastri","Porto Alegre","3400",""
"HL8851","Notebook","1","Camille","Silva","São Paulo","3500",""
"HL1918","iPhone","3","João","Ribeiro","Recife","5300",""
"HL8851","Notebook","2","Carlos","Barbosa","Salvador","3500",""
"HL1148","Câmera","3","Lucas","Chagas","São Paulo","2100",""
"HL9962","Android","5","Arthur","Fernandes","São Paulo","3400",""
"HL1918","iPhone","1","Khaio","Mesquita","São Paulo","5300",""
"HL1918","iPhone","3","Fernanda","Coutinho","Porto Alegre","5300",""
"HL1918","iPhone","2","Larissa","Florim","São Paulo","5300",""
"HL1918","iPhone","4","Kim","Ferreira","São Paulo","5300",""
"HL1918","iPhone","1","Pedro","Dalforne","Recife","5300",""
"HL9962","Android","5","Breno","Godoy","Rio de Janeiro","3400",""
"HL7348","SmartWatch","3","Juliana","Silva","São Paulo","1400",""
"HL1918","iPhone","2","Caroline","Delgado","São Paulo","5300",""
"HL4379","Televisão","2","Raissa","Negrelli","Recife","2500",""
"HL1918","iPhone","1","Luísa","Fonseca","Rio de Janeiro","5300",""
"HL1918","iPhone","2","Thayna","Martins","São Paulo","5300",""
"HL1148","Câmera","5","Daniel","Valente","Belo Horizonte","2100",""
"HL2714","Tablet","1","Cláudio","Aragão","Fortaleza","1600",""
"HL7348","SmartWatch","1","Myllena","Corrêa","Recife","1400",""
"HL1918","iPhone","2","Carlos","Mesquita","Fortaleza","5300",""
"HL2714","Tablet","4","Amanda","Delgado","Fortaleza","1600",""
"HL8851","Notebook","3","Leandro","Rodrigues","Rio de Janeiro","3500",""
"HL1148","Câmera","4","Jéssica","Netto","Recife","2100",""
"HL7348","SmartWatch","3","Gabrielle","Porto","São Paulo","1400",""
"HL1148","Câmera","5","Daniela","Pereira","São Paulo","2100",""
"HL1918","iPhone","2","Victor","Lira","Fortaleza","5300",""
"HL2714","Tablet","4","Luiza","Farias","Salvador","1600",""
"HL7348","SmartWatch","5","Marina","Gama","Fortaleza","1400",""
"HL9962","Android","2","Bernardo","Borges","São Paulo","3400",""
"HL4379","Televisão","2","Raissa","Maia","Fortaleza","2500",""
"HL9962","Android","5","Deysiane","Medronho","Fortaleza","3400",""
"HL1918","iPhone","1","João","Peçanha","São Paulo","5300",""
"HL9962","Android","1","Renan","Firmino","Recife","3400",""
"HL4379","Televisão","3","Rachel","Restum","Curitiba","2500",""
"HL4379","Televisão","4","Itai","Puntel","Recife","2500",""
"HL1918","iPhone","1","Daniel","Felippe","Fortaleza","5300",""
"HL2714","Tablet","4","Carolina","Siqueira","Recife","1600",""
"HL1918","iPhone","5","Carlos","Cardoso","São Paulo","5300",""
"HL4379","Televisão","2","Gabriel","Puntel","Goiás","2500",""
"HL9962","Android","4","Ulisses","Filho","São Paulo","3400",""
"HL1918","iPhone","3","Samara","Pinto","São Paulo","5300",""
"HL9962","Android","5","Isabela","Resende","Salvador","3400",""
"HL1148","Câmera","3","Carolina","Motta","São Paulo","2100",""
"HL9962","Android","2","Breno","Costa","São Paulo","3400",""
"HL1918","iPhone","2","Pedro","Cardoso","Salvador","5300",""
"HL1918","iPhone","2","Marina","Marins","São Paulo","5300",""
"HL9962","Android","1","Arthur","Souza","Porto Alegre","3400",""
"HL1918","iPhone","2","Gabriel","Rocha","Recife","5300",""
"HL1918","iPhone","5","Raphael","Kurtz","Recife","5300",""
"HL1918","iPhone","4","Thales","Fanara","São Paulo","5300",""
"HL8851","Notebook","3","Juliana","Guimarães","Rio de Janeiro","3500",""
"HL9962","Android","5","Ana","Michetti","Fortaleza","3400",""
"HL9962","Android","3","Letícia","Leal","Porto Alegre","3400",""
"HL9962","Android","3","João","Capitulo","São Paulo","3400",""
"HL4379","Televisão","5","Matheus","Santos","Rio de Janeiro","2500",""
"HL8851","Notebook","3","Beatriz","Perdomo","Belo Horizonte","3500",""
"HL1918","iPhone","4","Gabriel","Puntel","São Paulo","5300",""
"HL4379","Televisão","2","Beatriz","Almeida","Fortaleza","2500",""
"HL8851","Notebook","4","Wilson","Farias","Goiás","3500",""
"HL1918","iPhone","5","Miguel","Carneiro","Salvador","5300",""
"HL4379","Televisão","1","Carolina","Bernardes","São Paulo","2500",""
"HL1918","iPhone","1","Victor","Gomes","Fortaleza","5300",""
"HL9962","Android","4","Sandy","Ribeiro","São Paulo","3400",""
"HL1918","iPhone","4","Anna","Figueiredo","Rio de Janeiro","5300",""
"HL2714","Tablet","1","Daniel","Monteiro","São Paulo","1600",""
"HL4379","Televisão","5","Henrique","Lencastre","Rio de Janeiro","2500",""
"HL1918","iPhone","1","João","Júnior","São Paulo","5300",""
"HL2714","Tablet","5","Elena","Barreto","Belo Horizonte","1600",""
"HL8851","Notebook","3","Júlia","Almeida","Salvador","3500",""
"HL4379","Televisão","2","Amanda","Gontijo","Porto Alegre","2500",""
"HL7348","SmartWatch","1","Ruan","Gonçalves","Fortaleza","1400",""
"HL7348","SmartWatch","1","Igor","Lima","Fortaleza","1400",""
"HL1918","iPhone","2","Camila","Bastazini","Rio de Janeiro","5300",""
"HL1148","Câmera","3","Mariana","Freire","Rio de Janeiro","2100",""
"HL4379","Televisão","1","Victor","Gomes","Salvador","2500",""
"HL1918","iPhone","1","Mariana","Sousa","São Paulo","5300",""
"HL8851","Notebook","2","Thales","Santos","Fortaleza","3500",""
"HL9962","Android","4","Marcelo","Guadagnino","Goiás","3400",""
"HL1148","Câmera","3","João","Peçanha","São Paulo","2100",""
"HL7348","SmartWatch","5","Adrielle","Forte","São Paulo","1400",""
"HL1918","iPhone","4","Nina","Magalhães","Porto Alegre","5300",""
"HL7348","SmartWatch","1","Pedro","Ronfini","Salvador","1400",""
"HL1918","iPhone","3","Marcela","Gasperi","Salvador","5300",""
"HL9962","Android","4","Vinícius","Antunes","São Paulo","3400",""
"HL1918","iPhone","2","Daniel","Cardoso","Rio de Janeiro","5300",""
"HL4379","Televisão","5","Antônio","Soares","Recife","2500",""
"HL2714","Tablet","3","Guilherme","Jordao","Belo Horizonte","1600",""
"HL8851","Notebook","2","Morgana","Correa","Belo Horizonte","3500",""
"HL4379","Televisão","3","Jessica","Ferreira","Recife","2500",""
"HL7348","SmartWatch","5","Douglas","Rodrigues","Fortaleza","1400",""
"HL9962","Android","1","Carlos","Barbosa","Porto Alegre","3400",""
"HL1918","iPhone","5","Glenda","Santos","Belo Horizonte","5300",""
"HL4379","Televisão","3","Beatriz","Silva","Fortaleza","2500",""
"HL4379","Televisão","5","Luã","Sá","São Paulo","2500",""
"HL8851","Notebook","5","Roger","Rosa","Porto Alegre","3500",""
"HL7348","SmartWatch","1","Rodrigo","Alves","Salvador","1400",""
"HL1918","iPhone","3","Mariane","Ferreira","Fortaleza","5300",""
"HL4379","Televisão","4","Maurício","Dias","Recife","2500",""
"HL8851","Notebook","3","Rodrigo","Silva","Recife","3500",""
"HL2714","Tablet","4","Bruno","Mota","Rio de Janeiro","1600",""
"HL1918","iPhone","5","Helvio","Pedrosa","São Paulo","5300",""
"HL1918","iPhone","1","Bruno","Silva","Salvador","5300",""
"HL1148","Câmera","1","Michelle","Miura","Goiás","2100",""
"HL8851","Notebook","2","Giulia","Pessanha","Fortaleza","3500",""
"HL1918","iPhone","2","Luiza","Johnson","Curitiba","5300",""
"HL8851","Notebook","4","Henrique","Villanova","Fortaleza","3500",""
"HL1148","Câmera","1","Cícero","Ramos","Salvador","2100",""
"HL8851","Notebook","4","Amanda","Braga","São Paulo","3500",""
"HL9962","Android","4","Matheus","Afonso","Rio de Janeiro","3400",""
"HL4379","Televisão","2","Daniela","Andrada","Porto Alegre","2500",""
"HL8851","Notebook","2","Renan","Cunha","São Paulo","3500",""
"HL1918","iPhone","4","Gustavo","Thome","Goiás","5300",""
"HL4379","Televisão","1","Eduardo","Ferreira","São Paulo","2500",""
"HL1918","iPhone","2","Carlos","Mesquita","Porto Alegre","5300",""
"HL9962","Android","1","Débora","Lopes","Porto Alegre","3400",""
"HL7348","SmartWatch","3","Luiz","Limp","Fortaleza","1400",""
"HL1918","iPhone","3","Henrique","Lencastre","Rio de Janeiro","5300",""
"HL1148","Câmera","5","Rebeca","Taylor","Recife","2100",""
"HL1148","Câmera","1","Kim","Ferreira","Fortaleza","2100",""
"HL2714","Tablet","4","Leandro","Ferreira","Porto Alegre","1600",""
"HL7348","SmartWatch","3","Juliana","Goes","Porto Alegre","1400",""
"HL1918","iPhone","2","Julia","Penteado","Salvador","5300",""
"HL1918","iPhone","2","Gabrielle","Wanderley","Curitiba","5300",""
"HL1918","iPhone","3","Milena","Alcoforado","Curitiba","5300",""
"HL1918","iPhone","1","Elena","Barreto","Salvador","5300",""
"HL7348","SmartWatch","1","Roberta","Teixeira","Goiás","1400",""
"HL8851","Notebook","5","Lara","Moreira","São Paulo","3500",""
"HL1918","iPhone","4","Paola","Abreu","São Paulo","5300",""
"HL1918","iPhone","2","Viviane","Cunha","Rio de Janeiro","5300",""
"HL2714","Tablet","1","Lucas","Araújo","Salvador","1600",""
"HL1918","iPhone","5","Larissa","Florim","São Paulo","5300",""
"HL1918","iPhone","2","Raphael","Kurtz","Recife","5300",""
"HL9962","Android","1","Chan","Santos","Salvador","3400",""
"HL9962","Android","1","Victor","Soares","Curitiba","3400",""
"HL1918","iPhone","5","Caroline","Pinto","Curitiba","5300",""
"HL4379","Televisão","3","Gabriel","Rubim","Fortaleza","2500",""
"HL8851","Notebook","3","Rodrigo","Silva","Salvador","3500",""
"HL4379","Televisão","3","Aline","Morais","São Paulo","2500",""
"HL4379","Televisão","4","Bruno","Souza","Salvador","2500",""
"HL4379","Televisão","4","Silvio","Provenzano","Curitiba","2500",""
"HL4379","Televisão","3","Maria","Gasperi","Salvador","2500",""
"HL4379","Televisão","3","Jackson","Derossi","São Paulo","2500",""
"HL1918","iPhone","4","Fabio","Ramos","Salvador","5300",""
"HL1148","Câmera","3","João","Junior","Curitiba","2100",""
"HL8851","Notebook","1","Marcelo","Pereira","Goiás","3500",""
"HL8851","Notebook","1","Carolina","Alfradique","Curitiba","3500",""
"HL8851","Notebook","5","Thomáz","Rodriguez","Fortaleza","3500",""
"HL1918","iPhone","2","João","Castilho","São Paulo","5300",""
"HL1918","iPhone","5","Giulia","Lopes","Rio de Janeiro","5300",""
"HL1918","iPhone","5","Juliana","Correa","São Paulo","5300",""
"HL1148","Câmera","5","Bruno","Barcessat","Curitiba","2100",""
"HL1918","iPhone","1","Carlos","Assis","Belo Horizonte","5300",""
"HL4379","Televisão","1","Rubens","Valente","Porto Alegre","2500",""
"HL9962","Android","2","Rafaela","Feio","Fortaleza","3400",""
"HL4379","Televisão","4","Hygor","Essaber","Rio de Janeiro","2500",""
"HL7348","SmartWatch","4","Fillipe","Almeida","São Paulo","1400",""
"HL9962","Android","3","Arthur","Rocha","Goiás","3400",""
"HL4379","Televisão","4","Rilson","Guedes","Salvador","2500",""
"HL1918","iPhone","4","Marcelo","Pereira","São Paulo","5300",""
"HL1148","Câmera","2","Ana","Michetti","São Paulo","2100",""
"HL8851","Notebook","2","Daniel","Monteiro","Rio de Janeiro","3500",""
"HL1918","iPhone","5","Ananda","Dias","Salvador","5300",""
"HL1148","Câmera","5","Beatriz","Almeida","Goiás","2100",""
"HL1148","Câmera","2","Tadeu","Nakayama","Curitiba","2100",""
"HL1148","Câmera","3","Hércules","Júnior","São Paulo","2100",""
"HL7348","SmartWatch","2","Pedro","Ronfini","São Paulo","1400",""
"HL1918","iPhone","3","Rafael","Guimarães","Belo Horizonte","5300",""
"HL4379","Televisão","5","João","Pedrazza","São Paulo","2500",""
"HL1918","iPhone","4","Philipe","Morete","Fortaleza","5300",""
"HL1148","Câmera","5","Vivianne","Rodrigues","Porto Alegre","2100",""
"HL9962","Android","2","Thomáz","Bôas","Fortaleza","3400",""
"HL4379","Televisão","3","Victor","Firmino","Porto Alegre","2500",""
"HL7348","SmartWatch","2","Felipe","Mendonça","Salvador","1400",""
"HL2714","Tablet","5","Antonio","Manhães","Recife","1600",""
"HL1918","iPhone","4","Luíza","Goulart","São Paulo","5300",""
"HL1918","iPhone","4","Fernanda","Bhering","Salvador","5300",""
"HL4379","Televisão","2","Bruna","Brandao","São Paulo","2500",""
"HL8851","Notebook","1","Gustavo","Guimarães","Salvador","3500",""
"HL7348","SmartWatch","1","Joao","Silva","Fortaleza","1400",""
"HL9962","Android","1","Carlos","Cardoso","Belo Horizonte","3400",""
"HL1148","Câmera","4","Matheus","Delgado","Rio de Janeiro","2100",""
"HL4379","Televisão","5","Caroline","Delgado","Rio de Janeiro","2500",""
"HL1918","iPhone","1","Paula","Isbelle","Recife","5300",""
"HL8851","Notebook","4","Alvaro","Kranz","Rio de Janeiro","3500",""
"HL4379","Televisão","2","Marianna","Pestana","Belo Horizonte","2500",""
"HL1148","Câmera","4","Lucas","Rodrigues","Porto Alegre","2100",""
"HL1148","Câmera","4","Marcela","Medeiros","Salvador","2100",""
"HL1148","Câmera","5","Amanda","Amaral","Recife","2100",""
"HL1918","iPhone","3","Marina","Delgado","Salvador","5300",""
"HL1918","iPhone","5","Pedro","Macckione","Fortaleza","5300",""
"HL9962","Android","2","Renan","Cunha","Rio de Janeiro","3400",""
"HL8851","Notebook","2","Fernanda","Junior","Curitiba","3500",""
"HL8851","Notebook","1","Jeferson","Sone","Rio de Janeiro","3500",""
"HL1918","iPhone","5","Carolina","Abrahão","Goiás","5300",""
"HL1918","iPhone","1","Lucas","Wanderley","São Paulo","5300",""
"HL8851","Notebook","4","Lucas","Coelho","Belo Horizonte","3500",""
"HL1918","iPhone","5","Wilson","Miranda","São Paulo","5300",""
"HL1918","iPhone","3","Andre","Nóbrega","Fortaleza","5300",""
"HL1918","iPhone","1","João","Fonseca","Belo Horizonte","5300",""
"HL9962","Android","5","Raissa","Pinheiro","Recife","3400",""
"HL8851","Notebook","2","Lucas","Reis","Salvador","3500",""
"HL4379","Televisão","4","Eduardo","Soares","Curitiba","2500",""
"HL1148","Câmera","5","Raíza","Lopes","Salvador","2100",""
"HL9962","Android","4","Elaine","Santos","Fortaleza","3400",""
"HL1148","Câmera","3","Paulo","Campos","Rio de Janeiro","2100",""
"HL4379","Televisão","5","Joyce","Medina","Curitiba","2500",""
"HL1148","Câmera","5","Rodrigo","Feijo","Recife","2100",""
"HL9962","Android","5","Jessica","Cordovil","Rio de Janeiro","3400",""
"HL9962","Android","3","Luis","Garcia","São Paulo","3400",""
"HL2714","Tablet","3","Júlia","Almeida","Porto Alegre","1600",""
"HL1918","iPhone","3","Adriana","Carneiro","Curitiba","5300",""
"HL8851","Notebook","4","Jeferson","Costa","Belo Horizonte","3500",""
"HL1918","iPhone","1","Luiz","Limp","São Paulo","5300",""
"HL4379","Televisão","5","David","Campelo","Salvador","2500",""
"HL4379","Televisão","4","Caroll","Johnson","Goiás","2500",""
"HL2714","Tablet","1","Ives","Pinheiro","Rio de Janeiro","1600",""
"HL4379","Televisão","3","Juliana","Silva","São Paulo","2500",""
"HL4379","Televisão","2","Pedro","Pereira","Porto Alegre","2500",""
"HL2714","Tablet","2","Gabrielle","Silva","Rio de Janeiro","1600",""
"HL1918","iPhone","1","Carlos","Galvão","São Paulo","5300",""
"HL7348","SmartWatch","5","André","Alves","São Paulo","1400",""
"HL1918","iPhone","2","Lucas","Chagas","Rio de Janeiro","5300",""
"HL1918","iPhone","1","Bruna","Franco","São Paulo","5300",""
"HL1918","iPhone","4","Raissa","Maia","Recife","5300",""
"HL7348","SmartWatch","4","Samara","Pinto","Fortaleza","1400",""
"HL4379","Televisão","1","Milena","Almeida","Belo Horizonte","2500",""
"HL1918","iPhone","2","Raphael","Kurtz","Salvador","5300",""
"HL4379","Televisão","4","Gustavo","Azevedo","Rio de Janeiro","2500",""
"HL2714","Tablet","5","Carolina","Carneiro","Salvador","1600",""
"HL4379","Televisão","4","Thais","Rodrigues","Porto Alegre","2500",""
"HL9962","Android","5","Camila","Bastazini","Salvador","3400",""
"HL8851","Notebook","4","Juliana","Souza","São Paulo","3500",""
"HL1918","iPhone","4","Carlos","Mesquita","Fortaleza","5300",""
"HL1918","iPhone","1","Cézar","Santos","Belo Horizonte","5300",""
"HL1918","iPhone","1","Raphael","Coelho","Curitiba","5300",""
"HL1918","iPhone","4","Wendela","Mariz","Curitiba","5300",""
"HL7348","SmartWatch","5","Norman","Jimbo","São Paulo","1400",""
"HL9962","Android","2","Maria","Costa","Salvador","3400",""
"HL1148","Câmera","1","Guilherme","Santos","São Paulo","2100",""
"HL8851","Notebook","3","Thales","Gouvêa","São Paulo","3500",""
"HL4379","Televisão","2","Lenon","Fernandes","Salvador","2500",""
"HL1148","Câmera","1","André","Alves","São Paulo","2100",""
"HL4379","Televisão","5","Beatriz","Santos","Belo Horizonte","2500",""
"HL9962","Android","2","Leticia","Mesquita","São Paulo","3400",""
"HL1918","iPhone","1","Breno","Farias","Porto Alegre","5300",""
"HL1918","iPhone","4","Thales","Gouvêa","Goiás","5300",""
"HL8851","Notebook","3","Mônica","Rotolo","Curitiba","3500",""
"HL9962","Android","4","Breno","Britto","Rio de Janeiro","3400",""
"HL1918","iPhone","1","Larissa","Jesus","Rio de Janeiro","5300",""
"HL1918","iPhone","2","Felipe","Mendonça","Fortaleza","5300",""
"HL1148","Câmera","1","Rogério","Pereira","Recife","2100",""
"HL9962","Android","3","Bruna","Rangel","São Paulo","3400",""
"HL4379","Televisão","1","Bruno","Silva","Porto Alegre","2500",""
"HL4379","Televisão","3","Lucas","Junior","Salvador","2500",""
"HL4379","Televisão","1","Carlos","Barbosa","São Paulo","2500",""
"HL2714","Tablet","5","Isabelle","Gonçalves","Rio de Janeiro","1600",""
"HL7348","SmartWatch","5","Bruna","Londero","Rio de Janeiro","1400",""
"HL9962","Android","1","Daniela","Rosa","Curitiba","3400",""
"HL2714","Tablet","4","Anderson","Barreto","Porto Alegre","1600",""
"HL1918","iPhone","2","Pedro","Macckione","Porto Alegre","5300",""
"HL8851","Notebook","2","Bruno","Freitas","São Paulo","3500",""
"HL4379","Televisão","1","David","Campelo","São Paulo","2500",""
